seed,attention,step,loss,train_accuracy,train_tokens
2026,dense,1,5.036515712738037,0.0146484375,2048
2026,dense,2,5.000457763671875,0.01318359375,2048
2026,dense,3,4.964678764343262,0.015625,2048
2026,dense,4,4.898224830627441,0.01708984375,2048
2026,dense,5,4.8774895668029785,0.0185546875,2048
2026,dense,6,4.857407569885254,0.02734375,2048
2026,dense,7,4.798769950866699,0.0263671875,2048
2026,dense,8,4.785361289978027,0.02685546875,2048
2026,dense,9,4.713420391082764,0.03173828125,2048
2026,dense,10,4.694619178771973,0.0390625,2048
2026,dense,11,4.655942440032959,0.0400390625,2048
2026,dense,12,4.633864879608154,0.0439453125,2048
2026,dense,13,4.5902276039123535,0.05322265625,2048
2026,dense,14,4.563960552215576,0.05712890625,2048
2026,dense,15,4.515531539916992,0.0673828125,2048
2026,dense,16,4.476365566253662,0.06640625,2048
2026,dense,17,4.446629047393799,0.06787109375,2048
2026,dense,18,4.407665252685547,0.09619140625,2048
2026,dense,19,4.350790500640869,0.10888671875,2048
2026,dense,20,4.336114883422852,0.10986328125,2048
2026,dense,21,4.28510046005249,0.11669921875,2048
2026,dense,22,4.267091751098633,0.1201171875,2048
2026,dense,23,4.217071533203125,0.12890625,2048
2026,dense,24,4.185962200164795,0.1259765625,2048
2026,dense,25,4.1495771408081055,0.1435546875,2048
2026,dense,26,4.118414878845215,0.169921875,2048
2026,dense,27,4.10219144821167,0.162109375,2048
2026,dense,28,4.045047760009766,0.177734375,2048
2026,dense,29,4.016563892364502,0.1796875,2048
2026,dense,30,3.9814839363098145,0.18408203125,2048
2026,dense,31,3.919052839279175,0.203125,2048
2026,dense,32,3.898874521255493,0.20361328125,2048
2026,dense,33,3.8631155490875244,0.21826171875,2048
2026,dense,34,3.8418800830841064,0.212890625,2048
2026,dense,35,3.8026108741760254,0.22021484375,2048
2026,dense,36,3.7678353786468506,0.23095703125,2048
2026,dense,37,3.7351913452148438,0.23388671875,2048
2026,dense,38,3.675534963607788,0.263671875,2048
2026,dense,39,3.6519393920898438,0.232421875,2048
2026,dense,40,3.62243390083313,0.25146484375,2048
2026,dense,41,3.584892988204956,0.2802734375,2048
2026,dense,42,3.5249762535095215,0.296875,2048
2026,dense,43,3.5071725845336914,0.29052734375,2048
2026,dense,44,3.4876370429992676,0.27978515625,2048
